"sub","defaced","rater","ratings"
542,"original","rater04","poor"
542,"defaced","rater04","good"
543,"original","rater04","excellent"
543,"defaced","rater04","excellent"
544,"original","rater04","poor"
544,"defaced","rater04","poor"
545,"original","rater04","excellent"
545,"defaced","rater04","excellent"
546,"original","rater04","good"
546,"defaced","rater04","good"
547,"original","rater04","excellent"
547,"defaced","rater04","excellent"
548,"original","rater04","poor"
548,"defaced","rater04","poor"
549,"original","rater04","good"
549,"defaced","rater04","excellent"
550,"original","rater04","poor"
550,"defaced","rater04","poor"
551,"original","rater04","good"
551,"defaced","rater04","good"
552,"original","rater04","excluded"
552,"defaced","rater04","excluded"
553,"original","rater04","poor"
553,"defaced","rater04","poor"
554,"original","rater04","poor"
554,"defaced","rater04","poor"
555,"original","rater04","good"
555,"defaced","rater04","good"
556,"original","rater04","excluded"
556,"defaced","rater04","poor"
557,"original","rater04","excellent"
557,"defaced","rater04","excellent"
558,"original","rater04","good"
558,"defaced","rater04","good"
559,"original","rater04","excluded"
559,"defaced","rater04","excluded"
560,"original","rater04","poor"
560,"defaced","rater04","poor"
561,"original","rater04","poor"
561,"defaced","rater04","good"
562,"original","rater04","excellent"
562,"defaced","rater04","excellent"
563,"original","rater04","good"
563,"defaced","rater04","good"
564,"original","rater04","poor"
564,"defaced","rater04","poor"
565,"original","rater04","poor"
565,"defaced","rater04","poor"
566,"original","rater04","poor"
566,"defaced","rater04","poor"
567,"original","rater04","poor"
567,"defaced","rater04","poor"
568,"original","rater04","good"
568,"defaced","rater04","good"
569,"original","rater04","good"
569,"defaced","rater04","excellent"
570,"original","rater04","good"
570,"defaced","rater04","good"
571,"original","rater04","excellent"
571,"defaced","rater04","excellent"
572,"original","rater04","excluded"
572,"defaced","rater04","poor"
573,"original","rater04","excellent"
573,"defaced","rater04","excellent"
574,"original","rater04","good"
574,"defaced","rater04","good"
575,"original","rater04","good"
575,"defaced","rater04","excellent"
576,"original","rater04","poor"
576,"defaced","rater04","poor"
577,"original","rater04","excellent"
577,"defaced","rater04","excellent"
578,"original","rater04","poor"
578,"defaced","rater04","good"
579,"original","rater04","poor"
579,"defaced","rater04","poor"
580,"original","rater04","good"
580,"defaced","rater04","good"
1,"original","rater05","good"
1,"defaced","rater05","good"
2,"original","rater05","good"
2,"defaced","rater05","good"
3,"original","rater05","excluded"
3,"defaced","rater05","poor"
4,"original","rater05","good"
4,"defaced","rater05","good"
5,"original","rater05","poor"
5,"defaced","rater05","good"
6,"original","rater05","excluded"
6,"defaced","rater05","poor"
7,"original","rater05","excluded"
7,"defaced","rater05","excluded"
8,"original","rater05","excluded"
8,"defaced","rater05","excluded"
9,"original","rater05","poor"
9,"defaced","rater05","poor"
10,"original","rater05","good"
10,"defaced","rater05","good"
11,"original","rater05","good"
11,"defaced","rater05","good"
12,"original","rater05","poor"
12,"defaced","rater05","poor"
13,"original","rater05","excluded"
13,"defaced","rater05","poor"
14,"original","rater05","poor"
14,"defaced","rater05","poor"
15,"original","rater05","poor"
15,"defaced","rater05","poor"
16,"original","rater05","poor"
16,"defaced","rater05","poor"
17,"original","rater05","poor"
17,"defaced","rater05","poor"
18,"original","rater05","excluded"
18,"defaced","rater05","poor"
19,"original","rater05","excluded"
19,"defaced","rater05","excluded"
20,"original","rater05","excluded"
20,"defaced","rater05","excluded"
21,"original","rater05","good"
21,"defaced","rater05","excellent"
22,"original","rater05","good"
22,"defaced","rater05","excellent"
23,"original","rater05","poor"
23,"defaced","rater05","poor"
24,"original","rater05","excluded"
24,"defaced","rater05","excluded"
25,"original","rater05","good"
25,"defaced","rater05","excellent"
26,"original","rater05","excellent"
26,"defaced","rater05","excellent"
27,"original","rater05","excellent"
27,"defaced","rater05","excellent"
28,"original","rater05","poor"
28,"defaced","rater05","poor"
29,"original","rater05","poor"
29,"defaced","rater05","poor"
30,"original","rater05","poor"
30,"defaced","rater05","poor"
31,"original","rater05","excellent"
31,"defaced","rater05","excellent"
32,"original","rater05","excluded"
32,"defaced","rater05","poor"
33,"original","rater05","good"
33,"defaced","rater05","excellent"
34,"original","rater05","excluded"
34,"defaced","rater05","excluded"
35,"original","rater05","excellent"
35,"defaced","rater05","excellent"
36,"original","rater05","good"
36,"defaced","rater05","good"
37,"original","rater05","excluded"
37,"defaced","rater05","excluded"
38,"original","rater05","excellent"
38,"defaced","rater05","excellent"
39,"original","rater05","excluded"
39,"defaced","rater05","poor"
40,"original","rater05","poor"
40,"defaced","rater05","poor"
41,"original","rater05","good"
41,"defaced","rater05","excellent"
42,"original","rater05","excellent"
42,"defaced","rater05","excellent"
43,"original","rater05","excluded"
43,"defaced","rater05","excluded"
44,"original","rater05","excellent"
44,"defaced","rater05","excellent"
45,"original","rater05","excluded"
45,"defaced","rater05","excluded"
46,"original","rater05","excellent"
46,"defaced","rater05","excellent"
47,"original","rater05","good"
47,"defaced","rater05","good"
48,"original","rater05","good"
48,"defaced","rater05","good"
49,"original","rater05","excluded"
49,"defaced","rater05","excluded"
50,"original","rater05","good"
50,"defaced","rater05","good"
51,"original","rater05","excellent"
51,"defaced","rater05","excellent"
52,"original","rater05","good"
52,"defaced","rater05","good"
53,"original","rater05","good"
53,"defaced","rater05","good"
54,"original","rater05","excellent"
54,"defaced","rater05","excellent"
55,"original","rater05","excellent"
55,"defaced","rater05","excellent"
56,"original","rater05","good"
56,"defaced","rater05","good"
57,"original","rater05","excluded"
57,"defaced","rater05","excluded"
58,"original","rater05","poor"
58,"defaced","rater05","good"
59,"original","rater05","excluded"
59,"defaced","rater05","poor"
60,"original","rater05","good"
60,"defaced","rater05","good"
61,"original","rater05","excellent"
61,"defaced","rater05","excellent"
62,"original","rater05","poor"
62,"defaced","rater05","good"
63,"original","rater05","poor"
63,"defaced","rater05","poor"
64,"original","rater05","good"
64,"defaced","rater05","excellent"
65,"original","rater05","good"
65,"defaced","rater05","excellent"
66,"original","rater05","excellent"
66,"defaced","rater05","excellent"
67,"original","rater05","excellent"
67,"defaced","rater05","excellent"
68,"original","rater05","poor"
68,"defaced","rater05","good"
69,"original","rater05","poor"
69,"defaced","rater05","poor"
70,"original","rater05","excluded"
70,"defaced","rater05","poor"
71,"original","rater05","excluded"
71,"defaced","rater05","poor"
72,"original","rater05","excluded"
72,"defaced","rater05","excluded"
73,"original","rater05","good"
73,"defaced","rater05","excellent"
74,"original","rater05","good"
74,"defaced","rater05","good"
75,"original","rater05","good"
75,"defaced","rater05","excellent"
76,"original","rater05","excluded"
76,"defaced","rater05","poor"
77,"original","rater05","poor"
77,"defaced","rater05","good"
78,"original","rater05","poor"
78,"defaced","rater05","poor"
79,"original","rater05","excellent"
79,"defaced","rater05","excellent"
80,"original","rater05","excellent"
80,"defaced","rater05","excellent"
81,"original","rater05","excluded"
81,"defaced","rater05","poor"
82,"original","rater05","good"
82,"defaced","rater05","good"
83,"original","rater05","excluded"
83,"defaced","rater05","poor"
84,"original","rater05","poor"
84,"defaced","rater05","poor"
85,"original","rater05","poor"
85,"defaced","rater05","poor"
86,"original","rater05","excluded"
86,"defaced","rater05","excluded"
87,"original","rater05","excluded"
87,"defaced","rater05","excluded"
88,"original","rater05","excluded"
88,"defaced","rater05","poor"
89,"original","rater05","poor"
89,"defaced","rater05","poor"
90,"original","rater05","excluded"
90,"defaced","rater05","excluded"
91,"original","rater05","good"
91,"defaced","rater05","good"
92,"original","rater05","poor"
92,"defaced","rater05","poor"
93,"original","rater05","good"
93,"defaced","rater05","excellent"
94,"original","rater05","poor"
94,"defaced","rater05","good"
95,"original","rater05","good"
95,"defaced","rater05","good"
96,"original","rater05","poor"
96,"defaced","rater05","poor"
97,"original","rater05","good"
97,"defaced","rater05","good"
98,"original","rater05","good"
98,"defaced","rater05","excellent"
99,"original","rater05","poor"
99,"defaced","rater05","good"
100,"original","rater05","excluded"
100,"defaced","rater05","poor"
101,"original","rater05","good"
101,"defaced","rater05","good"
102,"original","rater05","good"
102,"defaced","rater05","good"
103,"original","rater05","poor"
103,"defaced","rater05","good"
104,"original","rater05","good"
104,"defaced","rater05","good"
105,"original","rater05","good"
105,"defaced","rater05","excellent"
106,"original","rater05","poor"
106,"defaced","rater05","good"
107,"original","rater05","excellent"
107,"defaced","rater05","excellent"
108,"original","rater05","good"
108,"defaced","rater05","good"
109,"original","rater05","excellent"
109,"defaced","rater05","excellent"
110,"original","rater05","poor"
110,"defaced","rater05","good"
111,"original","rater05","poor"
111,"defaced","rater05","good"
112,"original","rater05","good"
112,"defaced","rater05","excellent"
113,"original","rater05","poor"
113,"defaced","rater05","poor"
114,"original","rater05","good"
114,"defaced","rater05","good"
115,"original","rater05","poor"
115,"defaced","rater05","poor"
116,"original","rater05","poor"
116,"defaced","rater05","poor"
117,"original","rater05","good"
117,"defaced","rater05","good"
118,"original","rater05","poor"
118,"defaced","rater05","good"
119,"original","rater05","excellent"
119,"defaced","rater05","excellent"
120,"original","rater05","excellent"
120,"defaced","rater05","excellent"
121,"original","rater05","poor"
121,"defaced","rater05","poor"
122,"original","rater05","excellent"
122,"defaced","rater05","excellent"
123,"original","rater05","excellent"
123,"defaced","rater05","excellent"
124,"original","rater05","excellent"
124,"defaced","rater05","excellent"
125,"original","rater05","excellent"
125,"defaced","rater05","excellent"
126,"original","rater05","poor"
126,"defaced","rater05","poor"
127,"original","rater05","excellent"
127,"defaced","rater05","excellent"
128,"original","rater05","excellent"
128,"defaced","rater05","excellent"
129,"original","rater05","excluded"
129,"defaced","rater05","excluded"
130,"original","rater05","excluded"
130,"defaced","rater05","excluded"
131,"original","rater05","poor"
131,"defaced","rater05","poor"
132,"original","rater05","poor"
132,"defaced","rater05","poor"
133,"original","rater05","excluded"
133,"defaced","rater05","excluded"
134,"original","rater05","poor"
134,"defaced","rater05","good"
135,"original","rater05","good"
135,"defaced","rater05","good"
136,"original","rater05","poor"
136,"defaced","rater05","poor"
137,"original","rater05","excellent"
137,"defaced","rater05","excellent"
138,"original","rater05","excellent"
138,"defaced","rater05","excellent"
139,"original","rater05","poor"
139,"defaced","rater05","poor"
140,"original","rater05","excellent"
140,"defaced","rater05","excellent"
141,"original","rater05","poor"
141,"defaced","rater05","poor"
142,"original","rater05","excellent"
142,"defaced","rater05","excellent"
143,"original","rater05","good"
143,"defaced","rater05","excellent"
144,"original","rater05","excellent"
144,"defaced","rater05","excellent"
